zone_id,name,capacity,lat,lon,type,price_old,occupancy_old,revenue_old,price_new,occupancy_new,revenue_new,delta_price,delta_revenue,delta_occupancy
347,Am Blumentor,114,49.00098213061166,8.474057989285667,Commuter,1.5,0.1,17.1,1.5,0.1,15.9,0.0,-1.2,0.0
349,Parking Zone 349,113,48.97951378607758,8.402406641952847,Commuter,1.5,0.5,84.75,2.5,0.4,114.73,1.0,29.98,-0.1
354,Parking Zone 354,110,49.01737134256986,8.39409552285337,Short-Term,2.5,0.8,220.0,4.0,0.6,264.36,1.5,44.36,-0.2
357,Parking Zone 357,109,48.997338765119906,8.438229326367328,Commuter,1.5,0.45,73.575,3.0,0.33,103.51,1.5,29.94,-0.12
362,Parking Zone 362,107,49.02177036074562,8.366929828165942,Commuter,1.5,0.44,70.62,3.0,0.32,99.58,1.5,28.96,-0.12
365,Parking Zone 365,104,49.048033863917766,8.368147719399483,Commuter,1.5,0.28,43.68000000000001,3.0,0.2,62.43,1.5,18.75,-0.08
367,P8,104,49.01951651462238,8.409414040038854,Short-Term,2.5,0.84,218.4,4.5,0.57,258.28,2.0,39.88,-0.27
371,Parking Zone 371,100,49.002429617458894,8.433446547343793,Commuter,1.5,0.54,81.0,2.5,0.41,112.62,1.0,31.62,-0.13
372,Parking Zone 372,98,48.99566694547496,8.406822728693491,Commuter,2.0,0.71,139.16,4.5,0.38,170.86,2.5,31.7,-0.33
378,Hauptbahnhof P3,80,48.992994707361,8.40480525376862,Commuter,2.5,0.68,136.0,4.5,0.49,178.46,2.0,42.46,-0.19
379,Parking Zone 379,94,49.04062821500422,8.456709058379145,Commuter,1.5,0.16,22.56,1.0,0.17,16.44,-0.5,-6.12,0.01
382,Parking Zone 382,93,48.97584454997586,8.371808183175869,Commuter,1.5,0.29,40.455,1.0,0.3,32.07,-0.5,-8.38,0.01
389,Parking Zone 389,91,49.00088208007684,8.366632393173568,Commuter,1.5,0.42,57.33,2.0,0.39,66.63,0.5,9.3,-0.03
390,Hauptbahnhof P5,80,48.99156208034507,8.402300708665907,Commuter,2.5,0.66,132.0,4.5,0.48,175.61,2.0,43.61,-0.18
397,Parking Zone 397,86,49.001503686861845,8.48138515907963,Commuter,1.5,0.1,12.9,2.5,0.08,17.71,1.0,4.81,-0.02
401,Parking Zone 401,84,49.01928479813481,8.428428678699861,Commuter,2.0,0.62,104.16,3.5,0.5,137.25,1.5,33.09,-0.12
405,Parking Zone 405,82,48.972022013661174,8.503484486940474,Commuter,1.5,0.1,12.3,3.0,0.07,17.53,1.5,5.23,-0.03
406,Parking Zone 406,82,48.98989825135092,8.405083363239683,Commuter,2.0,0.64,104.96000000000001,4.5,0.38,142.19,2.5,37.23,-0.26
410,Parking Zone 410,82,49.008677979646045,8.375662183534143,Commuter,1.5,0.56,68.88000000000001,2.0,0.48,87.87,0.5,18.99,-0.08
414,Parking Zone 414,80,49.04411171831375,8.382863134053848,Commuter,1.5,0.45,54.0,2.0,0.41,63.42,0.5,9.42,-0.04
416,Parking Zone 416,80,48.99678888446694,8.378776803619369,Commuter,1.5,0.54,64.80000000000001,3.0,0.37,92.91,1.5,28.11,-0.17
419,Parking Zone 419,78,49.032866437648096,8.353498006514796,Commuter,1.5,0.22,25.74,1.5,0.23,22.4,0.0,-3.34,0.01
426,Parking Zone 426,70,49.01162992103866,8.440036386329147,Commuter,1.5,0.47,49.349999999999994,2.0,0.42,61.23,0.5,11.88,-0.05
427,Parking Zone 427,76,48.988536550586524,8.364045522240534,Commuter,1.5,0.32,36.480000000000004,1.5,0.31,38.54,0.0,2.06,-0.01
431,Parking Zone 431,38,48.997580281341904,8.485912143809088,Commuter,1.5,0.1,5.7,3.5,0.06,8.21,2.0,2.51,-0.04
433,Parking Zone 433,75,49.008932756299984,8.469562628257648,Commuter,1.5,0.1,11.25,2.5,0.08,14.72,1.0,3.47,-0.02
434,Horbenloch,80,48.970881049207065,8.443913052682378,Commuter,1.5,0.18,21.599999999999998,4.0,0.09,29.59,2.5,7.99,-0.09
435,Parking Zone 435,74,49.02152417373826,8.420936333453762,Commuter,2.0,0.7,103.6,3.5,0.54,131.03,1.5,27.43,-0.16
440,Parking Zone 440,80,49.01513508504376,8.35214017449796,Commuter,1.5,0.25,30.0,3.5,0.15,42.93,2.0,12.93,-0.1
441,Parking Zone 441,73,49.009336910369775,8.397523482759713,Short-Term,2.5,0.84,153.29999999999998,4.0,0.63,181.6,1.5,28.3,-0.21
443,Parking Zone 443,72,49.00211851407228,8.365908701139245,Commuter,1.5,0.42,45.36,2.0,0.39,52.71,0.5,7.35,-0.03
444,Parking Zone 444,72,49.01577995463524,8.380588778335794,Commuter,2.0,0.63,90.72,3.5,0.5,119.9,1.5,29.18,-0.13
448,Rheinhafenbrücke,72,49.01573398020285,8.345809525383045,Commuter,1.5,0.17,18.360000000000003,3.5,0.11,26.42,2.0,8.06,-0.06
449,Parking Zone 449,72,49.05596660032101,8.37110835004205,Commuter,1.5,0.23,24.84,7.5,0.05,27.48,6.0,2.64,-0.18
450,Parking Zone 450,72,49.01658556623985,8.341319062712063,Commuter,1.5,0.11,11.88,3.5,0.07,17.1,2.0,5.22,-0.04
454,Parking Zone 454,71,48.9941796059841,8.37312553736029,Commuter,1.5,0.46,48.99,3.0,0.35,68.54,1.5,19.55,-0.11
456,Parking Zone 456,71,49.02303487625355,8.370806269415594,Commuter,1.5,0.48,51.12,2.5,0.4,67.27,1.0,16.15,-0.08
458,Parking Zone 458,70,49.044914923143885,8.383843445693053,Commuter,1.5,0.45,47.25,2.0,0.41,55.49,0.5,8.24,-0.04
460,Parking Zone 460,71,49.02633794639583,8.445470089413863,Commuter,1.5,0.38,40.47,2.5,0.32,53.22,1.0,12.75,-0.06
463,Parking Zone 463,69,49.01054943336239,8.448026941851387,Commuter,1.5,0.37,38.295,1.0,0.39,30.57,-0.5,-7.73,0.02
465,Parking Zone 465,67,49.025024432462246,8.342523390408324,Commuter,1.5,0.11,11.055,2.5,0.09,15.24,1.0,4.19,-0.02
467,Parking Zone 467,67,48.98770822454997,8.360876530410172,Commuter,1.5,0.28,28.140000000000004,2.5,0.23,37.04,1.0,8.9,-0.05
469,Horbenloch,67,48.97020927588741,8.444710958563194,Commuter,1.5,0.16,16.080000000000002,4.0,0.08,22.03,2.5,5.95,-0.08
472,Parking Zone 472,66,48.989913234351754,8.364266152509666,Commuter,1.5,0.33,32.67,1.5,0.32,34.52,0.0,1.85,-0.01
473,Parking Zone 473,66,48.98475748537858,8.36294399101493,Commuter,1.5,0.28,27.720000000000002,1.5,0.27,29.29,0.0,1.57,-0.01
475,Parking Zone 475,66,48.99765239989926,8.44028201015966,Commuter,1.5,0.43,42.57,3.0,0.32,59.89,1.5,17.32,-0.11
476,Parking Zone 476,66,48.994340464350145,8.430875952191698,Commuter,1.5,0.52,51.480000000000004,3.0,0.39,72.43,1.5,20.95,-0.13
477,Parking Zone 477,66,49.01162433416371,8.376346550906051,Commuter,1.5,0.58,57.419999999999995,2.0,0.5,73.25,0.5,15.83,-0.08
480,Parking Zone 480,65,49.00420183881241,8.48253812606932,Commuter,1.5,0.1,9.75,2.5,0.08,13.39,1.0,3.64,-0.02
486,Parking Zone 486,63,49.037301390347245,8.30686079442243,Commuter,1.5,0.1,9.450000000000001,2.5,0.08,12.45,1.0,3.0,-0.02
490,Parking Zone 490,62,49.01122056600001,8.358030858311714,Commuter,1.5,0.33,30.69,3.5,0.2,43.92,2.0,13.23,-0.13
491,Parking Zone 491,62,49.01674632138948,8.395626691748953,Short-Term,2.5,0.82,127.1,4.0,0.61,150.96,1.5,23.86,-0.21
492,Parking Zone 492,62,49.0062846369907,8.362257973529948,Commuter,1.5,0.38,35.34,1.5,0.37,36.47,0.0,1.13,-0.01
493,Parking Zone 493,62,49.02593913516235,8.370538952524495,Commuter,1.5,0.47,43.71,2.0,0.44,50.27,0.5,6.56,-0.03
495,Parking Zone 495,61,49.005039500671934,8.322830427643227,Commuter,1.5,0.1,9.15,5.0,0.05,14.55,3.5,5.4,-0.05
496,Parking Zone 496,61,49.046077799204966,8.377670265954343,Commuter,1.5,0.39,35.685,3.0,0.27,51.0,1.5,15.31,-0.12
500,Hauptbahnhof P7,68,48.991674850423166,8.397846703306616,Commuter,2.5,0.65,110.5,2.5,0.63,116.77,0.0,6.27,-0.02
501,Parking Zone 501,48,48.98656971244118,8.36282192625575,Commuter,1.5,0.29,20.88,1.5,0.28,22.06,0.0,1.18,-0.01
502,Parking Zone 502,60,49.0393374984099,8.335508789002793,Commuter,1.5,0.1,9.0,2.5,0.08,11.65,1.0,2.65,-0.02
506,Parking Zone 506,58,49.041953900835935,8.443014316666028,Commuter,1.5,0.31,26.97,3.0,0.22,38.26,1.5,11.29,-0.09
507,Parking Zone 507,58,49.03865256827871,8.368893374435531,Commuter,1.5,0.37,32.19,3.5,0.22,46.0,2.0,13.81,-0.15
508,Parking Zone 508,58,49.04168614430336,8.367536853118144,Commuter,1.5,0.33,28.71,3.5,0.19,41.02,2.0,12.31,-0.14
509,Parking Zone 509,58,49.02717993362865,8.393419080712338,Short-Term,2.0,0.72,83.52,2.0,0.73,80.08,0.0,-3.44,0.01
510,Parking Zone 510,58,49.01411560470032,8.432185339234437,Commuter,1.5,0.58,50.459999999999994,2.0,0.52,61.52,0.5,11.06,-0.06
515,Parking Zone 515,57,49.01369160145545,8.392154330226512,Short-Term,2.5,0.79,112.575,4.0,0.6,136.32,1.5,23.74,-0.19
516,Parking Zone 516,57,49.05637070350377,8.321443713877045,Commuter,1.5,0.1,8.55,7.0,0.05,20.66,5.5,12.11,-0.05
517,Parking Zone 517,56,49.033587755467174,8.354693586227553,Commuter,1.5,0.24,20.16,1.5,0.25,17.55,0.0,-2.61,0.01
519,Parking Zone 519,55,49.03089201208891,8.393418625105255,Commuter,2.0,0.67,73.7,2.0,0.68,70.6,0.0,-3.1,0.01
522,Parking Zone 522,55,48.996356607117804,8.379355467675135,Commuter,1.5,0.55,45.37500000000001,3.0,0.38,65.06,1.5,19.68,-0.17
523,P+R,55,48.99804356718142,8.33860376555594,Commuter,1.5,0.1,8.25,1.0,0.1,7.1,-0.5,-1.15,0.0
526,Parking Zone 526,54,49.05770974347286,8.397335125420458,Commuter,1.5,0.35,28.349999999999998,4.0,0.18,38.95,2.5,10.6,-0.17
531,Parking Zone 531,54,49.00525268157341,8.432065463540518,Commuter,1.5,0.57,46.169999999999995,2.5,0.44,64.19,1.0,18.02,-0.13
533,Parking Zone 533,53,49.051683161191605,8.425402098639488,Commuter,1.5,0.37,29.415,2.0,0.35,33.22,0.5,3.8,-0.02
540,Parking Zone 540,52,48.971898330720386,8.468193758652728,Commuter,1.5,0.1,7.800000000000001,2.0,0.09,9.9,0.5,2.1,-0.01
541,Parking Zone 541,52,49.051734270587055,8.337594762698355,Commuter,1.5,0.1,7.800000000000001,6.5,0.05,16.54,5.0,8.74,-0.05
546,Parking Zone 546,51,48.98667394212514,8.40420661337509,Commuter,2.0,0.59,60.18,2.5,0.54,70.32,0.5,10.14,-0.05
551,Parking Zone 551,51,49.02085252549947,8.498596303332405,Commuter,1.5,0.1,7.65,6.5,0.05,16.41,5.0,8.76,-0.05
553,Parking Zone 553,48,49.02108912406987,8.439342493798552,Commuter,1.5,0.47,33.839999999999996,3.0,0.35,47.32,1.5,13.48,-0.12
554,Parking Zone 554,36,48.99288814634384,8.33154076045564,Commuter,1.5,0.1,5.4,1.5,0.1,5.1,0.0,-0.3,0.0
556,Parking Zone 556,50,49.02793983826904,8.472552856623098,Commuter,1.5,0.1,7.5,2.0,0.09,9.46,0.5,1.96,-0.01
560,Parking Zone 560,44,49.03218898797379,8.440073447936816,Commuter,1.5,0.41,27.06,2.5,0.34,35.59,1.0,8.53,-0.07
561,Parking Zone 561,50,49.03269409141715,8.430305164643364,Commuter,1.5,0.52,39.0,2.0,0.45,49.25,0.5,10.25,-0.07
562,Parking Zone 562,50,48.965595195987575,8.408769720826957,Commuter,1.5,0.31,23.25,1.5,0.31,22.69,0.0,-0.56,0.0
564,Parking Zone 564,49,49.03711458211031,8.34155824825385,Commuter,1.5,0.1,7.3500000000000005,2.5,0.08,9.51,1.0,2.16,-0.02
570,Parking Zone 570,49,49.020245905583145,8.439575795126395,Commuter,1.5,0.47,34.544999999999995,3.0,0.35,48.31,1.5,13.77,-0.12
571,Parking Zone 571,58,49.0046886096959,8.431859813811613,Commuter,1.5,0.57,49.589999999999996,2.5,0.44,68.95,1.0,19.36,-0.13
572,Parking Zone 572,49,48.995144669619926,8.37183630112938,Commuter,1.5,0.45,33.075,3.0,0.34,46.28,1.5,13.2,-0.11
573,Parking Zone 573,49,49.01818739951131,8.353972091765797,Commuter,1.5,0.28,20.580000000000002,3.5,0.17,29.45,2.0,8.87,-0.11
574,Parking Zone 574,49,49.014390157961365,8.428373124567884,Commuter,2.0,0.63,61.74,2.5,0.56,74.21,0.5,12.47,-0.07
575,Kühler Krug P+R,50,49.00552047960962,8.367109909287048,Commuter,1.5,0.44,33.0,2.0,0.4,39.8,0.5,6.8,-0.04
577,Parking Zone 577,48,49.0314854782485,8.30499114957291,Commuter,1.5,0.1,7.2,2.5,0.08,9.49,1.0,2.29,-0.02
578,Parking Zone 578,48,48.97117598235687,8.467583686353182,Commuter,1.5,0.1,7.2,2.0,0.09,9.14,0.5,1.94,-0.01
579,Parking Zone 579,48,48.99597596132512,8.345186221146948,Commuter,1.5,0.13,9.36,3.5,0.08,13.43,2.0,4.07,-0.05
581,Audi Zentrum Karlsruhe,48,49.00622864047001,8.4430351621337,Commuter,1.5,0.43,30.96,2.0,0.37,39.69,0.5,8.73,-0.06
582,Parking Zone 582,47,48.99148304321809,8.378390456455232,Commuter,1.5,0.5,35.25,3.0,0.38,49.32,1.5,14.07,-0.12
583,Parking Zone 583,47,49.00561211762264,8.374591486497954,Commuter,1.5,0.54,38.07,2.0,0.47,48.57,0.5,10.5,-0.07
584,Parking Zone 584,36,48.992088012269775,8.333563685856,Commuter,1.5,0.1,5.4,1.5,0.1,5.1,0.0,-0.3,0.0
586,Parking Zone 586,47,49.0121872493374,8.355122794068853,Commuter,1.5,0.29,20.445,3.5,0.17,29.26,2.0,8.82,-0.12
588,Parking Zone 588,47,49.00566951182552,8.432381026747825,Commuter,1.5,0.56,39.480000000000004,2.5,0.43,54.89,1.0,15.41,-0.13
590,Parking Zone 590,42,49.004521800397974,8.417728727460565,Short-Term,2.0,0.74,62.16,3.5,0.54,77.82,1.5,15.66,-0.2
594,Parking Zone 594,48,49.0368830470709,8.435072805425623,Commuter,1.5,0.44,31.68,2.0,0.38,40.01,0.5,8.33,-0.06
596,Parking Zone 596,46,49.03014410524907,8.33424521114488,Commuter,1.5,0.1,6.9,2.0,0.09,8.18,0.5,1.28,-0.01
597,Parking Zone 597,46,48.95626589892669,8.478438400843713,Commuter,1.5,0.1,6.9,7.0,0.05,15.9,5.5,9.0,-0.05
599,Parking Zone 599,46,49.008163977372305,8.46202868395856,Commuter,1.5,0.18,12.42,2.0,0.16,15.66,0.5,3.24,-0.02
600,Parking Zone 600,26,49.035700414047234,8.44534134090407,Commuter,1.5,0.33,12.870000000000001,2.0,0.3,15.26,0.5,2.39,-0.03
603,Parking Zone 603,46,49.00410557600336,8.511720352430997,Commuter,1.5,0.1,6.9,1.5,0.1,7.64,0.0,0.74,-0.0
606,Parking Zone 606,46,49.018114805540925,8.39147152301357,Short-Term,2.0,0.77,70.84,4.0,0.47,85.87,2.0,15.03,-0.3
